,feature,2.5%,97.5%,coef
0,const,-2.6898102317609407,-2.5446174927266973,-2.617213862243819
1,agent_len,0.8415816297860503,0.911017056854035,0.8762993433200427
2,agent_unigram_logprob,-0.03924752468433281,0.044297212540757934,0.002524843928212562
3,agent_is_pronoun,-3.555232185248408,-3.0018759350788633,-3.2785540601636356
4,agent_is_plural,0.11940571140762313,0.27158587416350566,0.1954957927855644
5,agent_is_animate,0.11365416120948996,0.24441068681924283,0.1790324240143664
6,agent_is_definite,0.06919290139008237,0.20362992999784318,0.13641141569396278
7,patient_len,-1.0202034521276484,-0.8755334428906361,-0.9478684475091422
8,patient_unigram_logprob,0.06134090062198054,0.13609813310584357,0.09871951686391206
9,patient_is_pronoun,1.0167829375311794,1.3091171454405592,1.1629500414858693
10,patient_is_plural,-0.20345504411862841,-0.036022597985910745,-0.11973882105226959
11,patient_is_animate,0.3003807137204008,0.49107056497405516,0.395725639347228
12,patient_is_definite,0.3583462689007673,0.49585689122954374,0.42710158006515553
13,uid_std,1.3033846381493746,1.4375884577307283,1.3704865479400514
