,feature,2.5%,97.5%,coef
0,const,-4.087504611524295,-3.2192012464228528,-3.653352928973574
1,agent_len,0.41746181059837456,0.6013641026591875,0.509412956628781
2,agent_unigram_logprob,-0.6304379573120147,-0.20034225174041959,-0.4153901045262171
3,agent_is_pronoun,-4.296651584879044,-2.220539313252082,-3.258595449065563
4,agent_is_plural,-0.008424710099680655,0.6783496411050864,0.33496246550270287
5,agent_is_animate,-0.7107863296308126,0.011100468574914701,-0.34984293052794896
6,agent_is_definite,-0.16620277960092206,0.4796579513320271,0.15672758586555252
7,patient_len,-0.5964429159640728,-0.04552244835828645,-0.32098268216117964
8,patient_unigram_logprob,0.07918866893570631,0.554518995814322,0.31685383237501413
9,patient_is_pronoun,-0.44878422943132046,1.0832477127018802,0.3172317416352799
10,patient_is_plural,-0.42042793098318804,0.32255045482969286,-0.04893873807674759
11,patient_is_animate,-0.059391270293581544,1.02320420595372,0.48190646783006924
12,patient_is_definite,-0.28310540099663334,0.4768293113392235,0.09686195517129509
13,surp_slor,2.146490596235469,2.796436535958593,2.471463566097031
