,feature,2.5%,97.5%,coef
0,const,-4.041298934039834,-3.250650009226864,-3.645974471633349
1,agent_len,0.46088927441002203,0.6356618766682204,0.5482755755391212
2,agent_unigram_logprob,-0.525111698194796,-0.1355168255101211,-0.33031426185245855
3,agent_is_pronoun,-3.8531109566579524,-2.1014624658944228,-2.9772867112761876
4,agent_is_plural,0.0738970905343938,0.7095541121122249,0.3917256013233093
5,agent_is_animate,-0.6210840422891759,0.04060252730182812,-0.2902407574936739
6,agent_is_definite,-0.09014399631642264,0.5224815459533412,0.21616877481845928
7,patient_len,-0.8011450411907141,-0.26953232447323916,-0.5353386828319766
8,patient_unigram_logprob,-0.013042144956851992,0.43618494527356244,0.2115714001583552
9,patient_is_pronoun,-0.6268691774806072,0.7635360810378415,0.06833345177861722
10,patient_is_plural,-0.3392941900976224,0.35431280890716943,0.007509309404773484
11,patient_is_animate,0.13742121871266932,1.120596959767664,0.6290090892401666
12,patient_is_definite,-0.16569868056320272,0.5406499247574378,0.18747562209711752
13,uid_std,0.6975116836172441,1.1383143357680827,0.9179130096926634
