,doc_id,sent_idx,context,sentence,surp_mean,surp_slor,uid_std,uid_mad,uid_pwd,uid_range,uid_cv,uid_slope,uid_len
0,f::GUM_academic_art::-1::og,0,sentence,Aesthetic Appreciation and Spanish Art:,5.157366813743746,5.723414632885782,4.715171375891826,3.7384853811649825,43.290213045920105,38.843217067667865,0.9142594556831747,-0.0002727374755496662,868
1,f::GUM_academic_art::-1::og,0,prev1,Aesthetic Appreciation and Spanish Art:,5.157366813743746,5.723414632885782,4.715171375891826,3.7384853811649825,43.290213045920105,38.843217067667865,0.9142594556831747,-0.0002727374755496662,868
2,f::GUM_academic_art::-1::og,0,prev3,Aesthetic Appreciation and Spanish Art:,5.157366813743746,5.723414632885782,4.715171375891826,3.7384853811649825,43.290213045920105,38.843217067667865,0.9142594556831747,-0.0002727374755496662,868
3,f::GUM_academic_art::-1::og,0,document,Aesthetic Appreciation and Spanish Art:,5.157366813743746,5.723414632885782,4.715171375891826,3.7384853811649825,43.290213045920105,38.843217067667865,0.9142594556831747,-0.0002727374755496662,868
4,f::GUM_academic_art::-1::og,0,"sent[-2,+0]",Aesthetic Appreciation and Spanish Art:,5.157366813743746,5.723414632885782,4.715171375891826,3.7384853811649825,43.290213045920105,38.843217067667865,0.9142594556831747,-0.0002727374755496662,868
5,f::GUM_academic_art::-1::og,0,"sent[-2,+2]",Aesthetic Appreciation and Spanish Art:,5.157366813743746,5.723414632885782,4.715171375891826,3.7384853811649825,43.290213045920105,38.843217067667865,0.9142594556831747,-0.0002727374755496662,868
6,f::GUM_academic_art::-1::og,0,"tok[-64,+0]",Aesthetic Appreciation and Spanish Art:,5.157366813743746,5.723414632885782,4.715171375891826,3.7384853811649825,43.290213045920105,38.843217067667865,0.9142594556831747,-0.0002727374755496662,868
7,f::GUM_academic_art::-1::og,0,"tok[-64,+64]",Aesthetic Appreciation and Spanish Art:,5.157366813743746,5.723414632885782,4.715171375891826,3.7384853811649825,43.290213045920105,38.843217067667865,0.9142594556831747,-0.0002727374755496662,868
8,cf::GUM_academic_art::8::a>p,8,sentence,Do museum labels have an impact on how people look at artworks?,5.157366813743746,5.723414632885782,4.715171375891826,3.7384853811649825,43.290213045920105,38.843217067667865,0.9142594556831747,-0.0002727374755496662,868
9,cf::GUM_academic_art::8::a>p,8,prev1,Do museum labels have an impact on how people look at artworks?,5.157366813743746,5.723414632885782,4.715171375891826,3.7384853811649825,43.290213045920105,38.843217067667865,0.9142594556831747,-0.0002727374755496662,868
10,cf::GUM_academic_art::8::a>p,8,prev3,Do museum labels have an impact on how people look at artworks?,5.157366813743746,5.723414632885782,4.715171375891826,3.7384853811649825,43.290213045920105,38.843217067667865,0.9142594556831747,-0.0002727374755496662,868
11,cf::GUM_academic_art::8::a>p,8,document,Do museum labels have an impact on how people look at artworks?,5.157366813743746,5.723414632885782,4.715171375891826,3.7384853811649825,43.290213045920105,38.843217067667865,0.9142594556831747,-0.0002727374755496662,868
12,cf::GUM_academic_art::8::a>p,8,"sent[-2,+0]",Do museum labels have an impact on how people look at artworks?,5.157366813743746,5.723414632885782,4.715171375891826,3.7384853811649825,43.290213045920105,38.843217067667865,0.9142594556831747,-0.0002727374755496662,868
